Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2018-12-08,2972.69,3110.08,2860.48,2991.36,1743.34383791,5194591.3266057,2979.671143263
2018-12-09,2995.0,3200.0,2976.0,3105.6,1179.79033402,3633585.4638717,3079.856953473
2018-12-10,3105.49,3151.81,2961.25,3011.0,2008.16466457,6089925.2158175,3032.5825980618
2018-12-11,3014.5,3020.0,2917.76,2966.69,1751.40858511,5181831.2284863,2958.6649697511
2018-12-12,2965.11,3095.0,2938.07,3023.77,2280.66540591,6883464.0277058,3018.1823295378
2018-12-13,3023.54,3029.99,2834.84,2879.73,2687.60112341,7952919.3567881,2959.1144636439
2018-12-14,2878.98,2907.0,2780.0,2832.92,2304.02881349,6607600.8279606,2867.8464389305
2018-12-15,2832.61,2861.0,2773.36,2819.0,700.04576226,1965864.3143841,2808.1940072569
2018-12-16,2824.5,2889.49,2817.3,2835.0,549.69356843,1570200.9524256,2856.5023180285
2018-12-17,2834.19,3172.02,2822.58,3095.61,3004.94002903,8995898.5503703,2993.7031899016
2018-12-18,3094.49,3244.62,3016.51,3233.39,2738.21449807,8449715.0791961,3085.8484918372
2018-12-19,3235.85,3463.42,3201.0,3231.01,3993.8794164,13272220.946621,3323.1401258939
2018-12-20,3242.16,3654.94,3220.0,3566.56,3839.81125781,13453315.698581,3503.6398393846
2018-12-21,3553.88,3638.0,3319.7,3386.65,2730.30342092,9513686.0731339,3484.4794172833
2018-12-22,3386.62,3530.0,3338.39,3510.7,783.85726963,2683952.7628115,3424.0324951995
2018-12-23,3512.0,3584.0,3449.35,3475.98,643.55035049,2263901.5528283,3517.831279409
2018-12-24,3486.67,3726.09,3476.2,3550.0,2730.10494144,9931165.8612443,3637.649861183
2018-12-25,3554.04,3560.38,3257.0,3321.0,1645.00355954,5494704.3209167,3340.2385600024
2018-12-26,3334.72,3398.79,3252.0,3368.53,843.74147039,2806880.823177,3326.7071984498
2018-12-27,3370.28,3389.53,3130.0,3154.93,2727.18392303,8936680.8335417,3276.8896729241
2018-12-28,3156.97,3466.66,3140.0,3416.39,2860.06222629,9273809.9768722,3242.5203520491
2018-12-29,3416.37,3464.3,3245.74,3262.73,2102.03617016,7078837.6280216,3367.6098101979
2018-12-30,3278.34,3400.0,3238.62,3373.8,731.08640058,2445584.6175864,3345.1376138938
2018-12-31,3373.8,3373.8,3195.91,3233.87,2074.48528756,6849895.2051817,3301.9733840767
2019-01-01,3233.87,3347.55,3195.0,3342.3,715.11531146,2329826.7246343,3257.9734866502
2019-01-02,3343.81,3454.4,3296.74,3433.28,1119.02516755,3769641.8560689,3368.6837127374
2019-01-03,3445.36,3445.36,3307.05,3325.58,2205.69894119,7441744.8567643,3373.8715278838
2019-01-04,3333.83,3385.0,3286.61,3358.75,1649.71410764,5497526.3821486,3332.4115716105
2019-01-05,3366.7,3412.0,3333.0,3343.0,430.07214292,1451799.7071373,3375.7120311959
2019-01-06,3349.99,3580.26,3312.81,3550.0,817.53972625,2841814.4981021,3476.0567674642
2019-01-07,3549.7,3576.13,3467.57,3497.11,1679.62120952,5909199.3964333,3518.1738376131
2019-01-08,3498.68,3612.08,3450.0,3495.52,2099.35870521,7405427.6830269,3527.4713485832
2019-01-09,3497.83,3541.8,3450.0,3468.34,1711.69087024,5978406.1643421,3492.6903381239
2019-01-10,3460.6,3499.99,3122.22,3164.33,6263.3548287,21058813.146223,3362.2257914764
2019-01-11,3164.73,3261.35,3121.45,3184.45,2176.33557694,6920644.1943216,3179.9527001494
2019-01-12,3184.3,3193.33,3130.0,3174.28,651.90477941,2068194.8708069,3172.5413528624
2019-01-13,3174.0,3187.0,3045.79,3074.84,935.38202074,2896628.54824,3096.7331892358
2019-01-14,3072.4,3239.18,3066.04,3193.0,1774.78495706,5579431.8000832,3143.722724203
2019-01-15,3202.08,3217.42,3119.0,3146.99,2119.71750467,6769611.3938334,3193.6384819765
2019-01-16,3146.95,3228.7,3138.5,3167.0,2248.91603088,7150757.7748416,3179.6464059369
2019-01-17,3168.0,3211.44,3119.0,3195.36,1941.13374663,6155600.4232922,3171.1366792623
2019-01-18,3203.0,3203.01,3149.48,3188.1,1712.28065543,5445721.2645575,3180.3905786636
2019-01-19,3188.02,3304.87,3173.42,3249.89,683.1162452,2227913.3964097,3261.397181028
2019-01-20,3248.67,3260.84,3054.9,3116.61,1193.86767511,3745079.980646,3136.9305482712
2019-01-21,3117.61,3145.77,3080.5,3114.22,1792.35379524,5594491.2715382,3121.3096914212
2019-01-22,3119.72,3179.73,3031.0,3154.05,1813.67323776,5663334.1256088,3122.5768830351
2019-01-23,3147.27,3189.76,3100.54,3120.81,1841.42318751,5796056.5044463,3147.5961331213
2019-01-24,3128.1,3184.4,3105.0,3163.77,1766.34634128,5544812.9004179,3139.1425174294
2019-01-25,3163.16,3168.35,3108.1,3134.66,1713.65564257,5373434.8234179,3135.6561317998
2019-01-26,3134.39,3207.29,3112.0,3122.47,713.5546976,2249682.6070557,3152.7822809133
2019-01-27,3122.63,3132.46,3055.0,3105.98,516.8311823,1604801.5864039,3105.078875586
2019-01-28,3105.89,3105.89,2959.0,3005.0,1803.70940992,5416085.6817989,3002.7484760082
2019-01-29,3005.0,3009.99,2926.22,2973.7,2345.3918678,6980282.6386647,2976.1690293624
2019-01-30,2977.39,3051.29,2955.16,2999.6,1998.93053413,6008802.289051,3006.0085563034
2019-01-31,2999.62,3025.0,2963.63,2980.74,2312.755609,6905309.0028634,2985.7495430955
2019-02-01,2983.91,3017.52,2953.0,3002.52,1327.52525302,3967179.7535246,2988.4024763368
2019-02-02,3003.18,3037.96,2979.97,3028.84,622.52438163,1867852.2121158,3000.4482832063
2019-02-03,3029.68,3032.61,2961.7,2987.32,499.33110012,1493164.787121,2990.3300370479
2019-02-04,2985.55,3007.1,2969.0,2990.31,993.53957004,2966348.6946061,2985.6371945877
2019-02-05,2987.14,3012.44,2975.0,3009.96,1287.130841,3862008.0841726,3000.4782428895
2019-02-06,3009.99,3022.97,2933.33,2967.86,1619.51553187,4800881.1570493,2964.3934019613
2019-02-07,2967.16,2986.9,2955.99,2962.08,1145.69363257,3402212.733281,2969.565891406
2019-02-08,2967.25,3282.94,2951.15,3197.4,2527.88638875,7779205.1220768,3077.355515935
2019-02-09,3199.99,3216.19,3172.06,3201.39,641.98842787,2051868.9327401,3196.1151380062
2019-02-10,3201.4,3230.97,3160.03,3224.5,478.51197243,1525810.2346778,3188.656340048
2019-02-11,3228.12,3228.12,3168.0,3192.98,1425.70033494,4547223.985947,3189.4668707771
2019-02-12,3192.98,3195.0,3142.28,3173.57,1520.12033664,4821872.6425411,3172.0335070309
2019-02-13,3173.56,3199.52,3152.22,3181.0,1352.47688262,4290118.1572541,3172.0454614672
2019-02-14,3180.66,3189.99,3141.4,3157.64,1051.41809893,3330195.4001017,3167.3369551949
2019-02-15,3159.95,3211.58,3152.0,3169.7,1090.00860678,3460351.4296662,3174.6092720208
2019-02-16,3167.32,3200.71,3161.46,3182.0,506.12619003,1610833.675935,3182.672044376
2019-02-17,3177.96,3258.0,3158.05,3216.62,545.98257641,1740197.7816615,3187.2771345632
2019-02-18,3216.63,3469.0,3206.16,3426.93,2269.40181043,7597420.7672097,3347.7635966855
2019-02-19,3427.56,3523.47,3403.23,3438.21,1837.82389108,6355981.962008,3458.4281948108
2019-02-20,3431.02,3497.09,3410.21,3480.48,1204.18779617,4161504.0195547,3455.8596531128
2019-02-21,3479.33,3522.25,3410.72,3442.83,1149.31218868,3970882.2613772,3455.0075257949
2019-02-22,3442.83,3492.07,3430.36,3483.18,952.11301235,3299213.1768092,3465.148710305
2019-02-23,3483.18,3673.0,3452.51,3633.5,1345.38604433,4779039.2122202,3552.1694552735
2019-02-24,3633.51,3694.7,3276.36,3301.3,1980.71375115,6843934.6978108,3455.2871124549
2019-02-25,3302.32,3406.99,3299.48,3366.83,1430.73549551,4791535.1500526,3349.001380821
2019-02-26,3367.63,3376.73,3315.0,3332.54,1281.02919798,4284433.5691907,3344.5245244579
2019-02-27,3339.12,3363.11,3226.29,3339.99,1696.06968755,5639071.6113461,3324.7876857536
2019-02-28,3339.99,3420.83,3307.39,3336.27,1417.83692422,4755356.9985548,3353.952007683
2019-03-01,3340.11,3386.04,3336.27,3357.06,959.97370098,3225372.6342188,3359.8552032479
